"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37022","Sauace Lab: DEBUG Test","chrome","2026-07-03","passed","2026-07-03","","featureDebug.spec.ts","",""
